tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2022-0311,Queen's Club,Grass,32,A,2022-06-13,286,126610,2.0,,Matteo Berrettini,R,196.0,ITA,,106045,0.0,LL,Denis Kudla,R,180.0,USA,,3-6 7-6(5) 6-4,3,R16,166.0,22.0,3.0,104.0,67.0,51.0,19.0,15.0,7.0,9.0,5.0,4.0,118.0,72.0,52.0,26.0,16.0,5.0,7.0,10.0,3570.0,82.0,733.0
2022-0311,Queen's Club,Grass,32,A,2022-06-13,285,126106,0.0,WC,Ryan Peniston,U,187.34628975265016,GBR,,134770,1.0,,Casper Ruud,R,183.0,NOR,,7-6(4) 7-6(2),3,R32,130.0,9.0,1.0,89.0,59.0,46.0,17.0,12.0,1.0,2.0,8.0,5.0,96.0,62.0,44.0,17.0,12.0,9.0,10.0,180.0,321.0,5.0,5050.0
2022-0311,Queen's Club,Grass,32,A,2022-06-13,284,202103,0.0,,Francisco Cerundolo,R,185.0,ARG,,124079,0.0,,Pedro Martinez,R,185.0,ESP,,6-3 6-2,3,R32,91.0,6.0,4.0,78.0,46.0,32.0,15.0,9.0,12.0,13.0,1.0,5.0,48.0,28.0,17.0,7.0,8.0,4.0,8.0,46.0,1035.0,49.0,1010.0
2022-0311,Queen's Club,Grass,32,A,2022-06-13,283,105936,0.0,,Filip Krajinovic,R,185.0,SRB,,202385,0.0,,Jenson Brooksby,R,188.0,USA,,6-4 6-3,3,R32,99.0,3.0,2.0,68.0,40.0,26.0,14.0,10.0,5.0,7.0,2.0,1.0,70.0,43.0,25.0,13.0,9.0,5.0,9.0,48.0,1010.0,33.0,1187.0
2022-0311,Queen's Club,Grass,32,A,2022-06-13,282,105023,0.0,Q,Sam Querrey,R,198.0,USA,,106043,5.0,,Diego Schwartzman,R,170.0,ARG,,6-1 6-4,3,R32,56.0,10.0,4.0,51.0,31.0,24.0,13.0,9.0,0.0,0.0,0.0,4.0,43.0,26.0,18.0,6.0,8.0,1.0,4.0,121.0,512.0,16.0,2325.0
2022-0311,Queen's Club,Grass,32,A,2022-06-13,281,207733,0.0,WC,Jack Draper,L,191.0,GBR,,126203,4.0,,Taylor Fritz,R,193.0,USA,,6-3 6-2,3,R32,72.0,8.0,3.0,53.0,33.0,30.0,10.0,9.0,3.0,3.0,6.0,1.0,58.0,30.0,22.0,11.0,8.0,4.0,7.0,99.0,582.0,14.0,2920.0
2022-0311,Queen's Club,Grass,32,A,2022-06-13,280,200325,0.0,Q,Emil Ruusuvuori,R,188.0,FIN,,111460,0.0,Q,Quentin Halys,R,191.0,FRA,,6-4 6-7(6) 6-4,3,R32,144.0,8.0,3.0,95.0,63.0,49.0,17.0,16.0,1.0,2.0,10.0,5.0,121.0,59.0,48.0,27.0,16.0,9.0,12.0,56.0,945.0,86.0,715.0
2022-0311,Queen's Club,Grass,32,A,2022-06-13,279,122330,0.0,,Alexander Bublik,R,196.0,KAZ,,207518,0.0,,Lorenzo Musetti,R,185.0,ITA,,6-3 0-0 RET,3,R32,37.0,7.0,1.0,26.0,21.0,18.0,2.0,5.0,0.0,0.0,1.0,1.0,25.0,12.0,7.0,8.0,4.0,1.0,2.0,37.0,1105.0,74.0,802.0
2022-0311,Queen's Club,Grass,32,A,2022-06-13,278,105227,7.0,,Marin Cilic,R,198.0,CRO,,106281,0.0,WC,Liam Broady,L,183.0,GBR,,6-1 4-6 7-5,3,R32,127.0,18.0,6.0,87.0,51.0,44.0,17.0,15.0,4.0,6.0,2.0,2.0,86.0,57.0,38.0,14.0,14.0,1.0,5.0,17.0,2130.0,137.0,456.0
2022-0311,Queen's Club,Grass,32,A,2022-06-13,277,200282,0.0,,Alex De Minaur,R,183.0,AUS,,124187,8.0,,Reilly Opelka,R,211.0,USA,,6-4 6-4,3,R32,73.0,3.0,3.0,59.0,36.0,32.0,12.0,10.0,2.0,2.0,6.0,1.0,57.0,42.0,29.0,8.0,10.0,3.0,5.0,21.0,1768.0,18.0,2100.0
2022-0311,Queen's Club,Grass,32,A,2022-06-13,276,200221,0.0,,Alejandro Davidovich Fokina,R,183.0,ESP,23.0,105077,0.0,,Albert Ramos,L,188.0,ESP,,7-5 6-4,3,R32,82.0,1.0,1.0,56.0,37.0,28.0,11.0,11.0,0.0,2.0,0.0,2.0,61.0,40.0,25.0,9.0,11.0,5.0,9.0,44.0,1050.0,40.0,1080.0
2022-0311,Queen's Club,Grass,32,A,2022-06-13,275,122298,0.0,,Botic Van De Zandschulp,R,188.0,NED,,206703,0.0,Q,Paul Jubb,R,180.0,GBR,,7-6(5) 4-6 6-1,3,R32,156.0,6.0,7.0,110.0,71.0,49.0,19.0,14.0,11.0,14.0,3.0,6.0,103.0,57.0,41.0,19.0,15.0,3.0,8.0,29.0,1364.0,227.0,245.0
2022-0311,Queen's Club,Grass,32,A,2022-06-13,274,105777,0.0,,Grigor Dimitrov,R,188.0,BUL,31.0,111815,3.0,,Cameron Norrie,L,188.0,GBR,,6-7(2) 6-1 6-4,3,R32,117.0,18.0,3.0,85.0,65.0,51.0,13.0,15.0,4.0,4.0,8.0,3.0,91.0,66.0,51.0,9.0,14.0,4.0,7.0,22.0,1740.0,11.0,3455.0
2022-0311,Queen's Club,Grass,32,A,2022-06-13,273,126205,0.0,,Tommy Paul,R,185.0,USA,25.0,133430,6.0,,Denis Shapovalov,L,185.0,CAN,,6-4 2-6 6-4,3,R32,122.0,1.0,4.0,106.0,73.0,52.0,13.0,14.0,7.0,9.0,11.0,6.0,84.0,52.0,39.0,17.0,14.0,2.0,4.0,35.0,1113.0,15.0,2473.0
2022-0311,Queen's Club,Grass,32,A,2022-06-13,272,104527,0.0,PR,Stan Wawrinka,R,183.0,SUI,,126207,0.0,,Frances Tiafoe,R,188.0,USA,,7-6(2) 6-7(6) 7-6(5),3,R32,167.0,22.0,2.0,132.0,76.0,68.0,24.0,18.0,6.0,7.0,4.0,3.0,128.0,91.0,65.0,21.0,18.0,2.0,3.0,290.0,169.0,27.0,1519.0
2022-0311,Queen's Club,Grass,32,A,2022-06-13,271,106045,0.0,LL,Denis Kudla,R,180.0,USA,,132283,0.0,,Lorenzo Sonego,R,191.0,ITA,27.0,6-4 3-6 6-4,3,R32,136.0,1.0,4.0,90.0,50.0,33.0,22.0,14.0,4.0,8.0,11.0,3.0,93.0,65.0,41.0,12.0,15.0,8.0,13.0,82.0,733.0,32.0,1215.0
2022-0311,Queen's Club,Grass,32,A,2022-06-13,270,126610,2.0,,Matteo Berrettini,R,196.0,ITA,,105554,0.0,,Daniel Evans,R,175.0,GBR,32.0,6-3 6-3,3,R32,96.0,21.0,3.0,66.0,46.0,37.0,8.0,9.0,7.0,7.0,4.0,4.0,64.0,33.0,20.0,17.0,9.0,4.0,7.0,10.0,3570.0,31.0,1271.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,300,105138,5.0,,Roberto Bautista Agut,R,183.0,ESP,,134472,0.0,Q,Antoine Bellier,L,196.0,SUI,,7-6(5) 6-2,3,SF,78.0,4.0,0.0,54.0,38.0,30.0,11.0,10.0,0.0,1.0,6.0,4.0,64.0,44.0,29.0,7.0,10.0,4.0,7.0,20.0,1903.0,303.0,159.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,299,126774,2.0,,Stefanos Tsitsipas,R,193.0,GRE,,126127,0.0,,Benjamin Bonzi,R,185.0,FRA,26.0,6-4 6-4,3,SF,93.0,7.0,0.0,63.0,37.0,28.0,17.0,10.0,3.0,3.0,3.0,2.0,59.0,32.0,22.0,17.0,10.0,3.0,5.0,6.0,4945.0,56.0,946.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,298,105138,5.0,,Roberto Bautista Agut,R,183.0,ESP,,106421,1.0,,Daniil Medvedev,R,198.0,RUS,,6-3 6-2,3,QF,71.0,0.0,0.0,55.0,43.0,32.0,7.0,9.0,1.0,1.0,3.0,1.0,41.0,25.0,14.0,8.0,8.0,3.0,6.0,20.0,1903.0,1.0,8160.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,297,134472,0.0,Q,Antoine Bellier,L,196.0,SUI,,134868,0.0,,Tallon Griekspoor,R,188.0,NED,,5-7 7-6(5) 6-2,3,QF,128.0,13.0,5.0,100.0,72.0,60.0,13.0,16.0,7.0,8.0,13.0,7.0,104.0,65.0,51.0,18.0,16.0,7.0,9.0,303.0,159.0,53.0,959.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,296,126127,0.0,,Benjamin Bonzi,R,185.0,FRA,26.0,127157,0.0,,Daniel Altmaier,R,191.0,GER,,6-3 6-4,3,QF,76.0,4.0,2.0,48.0,36.0,32.0,8.0,10.0,0.0,0.0,2.0,5.0,62.0,34.0,26.0,12.0,9.0,7.0,9.0,56.0,946.0,64.0,868.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,295,126774,2.0,,Stefanos Tsitsipas,R,193.0,GRE,,106218,0.0,,Marcos Giron,R,180.0,USA,,7-6(5) 4-6 6-3,3,QF,153.0,13.0,2.0,108.0,60.0,43.0,28.0,16.0,5.0,8.0,3.0,0.0,92.0,57.0,41.0,20.0,15.0,5.0,8.0,6.0,4945.0,67.0,830.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,294,106421,1.0,,Daniil Medvedev,R,198.0,RUS,,106234,0.0,,Aslan Karatsev,R,185.0,RUS,,4-6 6-3 6-2,3,R16,138.0,10.0,5.0,93.0,57.0,45.0,15.0,14.0,2.0,3.0,1.0,5.0,87.0,42.0,29.0,23.0,13.0,4.0,7.0,1.0,8160.0,43.0,1056.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,293,105138,5.0,,Roberto Bautista Agut,R,183.0,ESP,,106401,0.0,SE,Nick Kyrgios,R,193.0,AUS,,W/O,3,R16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1903.0,45.0,1050.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,292,134472,0.0,Q,Antoine Bellier,L,196.0,SUI,,105807,4.0,,Pablo Carreno Busta,R,188.0,ESP,,6-3 6-4,3,R16,84.0,10.0,7.0,85.0,56.0,45.0,9.0,10.0,14.0,14.0,1.0,2.0,46.0,32.0,22.0,9.0,9.0,0.0,2.0,303.0,159.0,19.0,2045.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,291,134868,0.0,,Tallon Griekspoor,R,188.0,NED,,144684,0.0,,Alex Molcan,L,178.0,SVK,,0-6 6-3 7-6(3),3,R16,120.0,11.0,2.0,91.0,57.0,42.0,15.0,13.0,7.0,10.0,8.0,3.0,98.0,67.0,49.0,14.0,14.0,8.0,10.0,53.0,959.0,50.0,1002.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,290,127157,0.0,,Daniel Altmaier,R,191.0,GER,,202104,8.0,,Sebastian Baez,R,170.0,ARG,,6-2 2-6 6-4,3,R16,98.0,10.0,7.0,69.0,40.0,34.0,15.0,13.0,1.0,3.0,6.0,5.0,85.0,65.0,43.0,10.0,13.0,4.0,7.0,64.0,868.0,36.0,1168.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,289,126127,0.0,,Benjamin Bonzi,R,185.0,FRA,26.0,133430,3.0,,Denis Shapovalov,L,185.0,CAN,,6-4 6-1,3,R16,67.0,3.0,2.0,53.0,32.0,28.0,8.0,9.0,8.0,9.0,4.0,6.0,46.0,26.0,16.0,8.0,8.0,1.0,5.0,56.0,946.0,16.0,2293.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,288,106218,0.0,,Marcos Giron,R,180.0,USA,,111456,0.0,,Mackenzie Mcdonald,R,178.0,USA,,4-6 7-6(5) 6-4,3,R16,137.0,8.0,2.0,92.0,54.0,44.0,23.0,16.0,3.0,5.0,3.0,1.0,96.0,61.0,43.0,23.0,16.0,6.0,8.0,67.0,830.0,52.0,961.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,287,126774,2.0,,Stefanos Tsitsipas,R,193.0,GRE,,125802,0.0,,Ilya Ivashka,R,193.0,BLR,,6-4 6-4,3,R16,83.0,7.0,1.0,53.0,34.0,29.0,14.0,10.0,0.0,0.0,4.0,4.0,56.0,35.0,26.0,11.0,10.0,3.0,5.0,6.0,4945.0,40.0,1082.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,285,106234,0.0,,Aslan Karatsev,R,185.0,RUS,,144719,0.0,WC,Jaume Munar,R,183.0,ESP,,3-6 6-1 6-3,3,R32,110.0,2.0,8.0,75.0,44.0,35.0,17.0,12.0,7.0,8.0,3.0,6.0,77.0,41.0,26.0,21.0,13.0,3.0,7.0,43.0,1056.0,72.0,780.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,284,106401,0.0,SE,Nick Kyrgios,R,193.0,AUS,,111513,0.0,,Laslo Djere,R,188.0,SRB,27.0,5-7 7-6(1) 7-6(1),3,R32,135.0,24.0,3.0,114.0,79.0,62.0,23.0,18.0,7.0,8.0,13.0,4.0,114.0,64.0,51.0,28.0,18.0,2.0,2.0,45.0,1050.0,55.0,946.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,283,105138,5.0,,Roberto Bautista Agut,R,183.0,ESP,,106121,0.0,Q,Taro Daniel,R,191.0,JPN,,6-4 7-6(4),3,R32,110.0,4.0,2.0,70.0,49.0,38.0,12.0,11.0,5.0,6.0,8.0,2.0,80.0,46.0,32.0,16.0,11.0,7.0,9.0,20.0,1903.0,123.0,492.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,281,134472,0.0,Q,Antoine Bellier,L,196.0,SUI,,105643,0.0,,Federico Delbonis,L,190.0,ARG,,6-3 7-6(6),3,R32,106.0,7.0,9.0,73.0,41.0,33.0,17.0,11.0,0.0,1.0,6.0,5.0,80.0,47.0,34.0,13.0,10.0,7.0,9.0,303.0,159.0,85.0,679.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,280,134868,0.0,,Tallon Griekspoor,R,188.0,NED,,103852,0.0,WC,Feliciano Lopez,L,188.0,ESP,,7-6(3) 7-6(3),3,R32,106.0,12.0,3.0,88.0,59.0,44.0,19.0,12.0,3.0,3.0,15.0,9.0,76.0,42.0,37.0,19.0,12.0,2.0,2.0,53.0,959.0,214.0,267.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,279,144684,0.0,,Alex Molcan,L,178.0,SVK,,200175,7.0,,Miomir Kecmanovic,R,183.0,SRB,,7-5 6-4,3,R32,86.0,4.0,6.0,76.0,53.0,41.0,11.0,11.0,6.0,6.0,5.0,1.0,61.0,50.0,37.0,6.0,11.0,1.0,3.0,50.0,1002.0,30.0,1361.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,278,202104,8.0,,Sebastian Baez,R,170.0,ARG,,111442,0.0,Q,Jordan Thompson,R,183.0,AUS,,6-3 6-4,3,R32,66.0,3.0,2.0,48.0,34.0,30.0,10.0,10.0,0.0,0.0,8.0,3.0,53.0,33.0,25.0,9.0,9.0,2.0,4.0,36.0,1168.0,68.0,818.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,277,127157,0.0,,Daniel Altmaier,R,191.0,GER,,105583,0.0,,Dusan Lajovic,R,180.0,SRB,,7-5 7-6(2),3,R32,88.0,15.0,0.0,69.0,46.0,40.0,16.0,12.0,1.0,1.0,4.0,2.0,70.0,50.0,37.0,14.0,12.0,0.0,1.0,64.0,868.0,63.0,883.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,276,126127,0.0,,Benjamin Bonzi,R,185.0,FRA,26.0,126214,0.0,Q,Alejandro Tabilo,L,188.0,CHI,25.0,6-3 4-2 RET,3,R32,60.0,4.0,2.0,48.0,29.0,23.0,12.0,8.0,2.0,2.0,3.0,0.0,44.0,30.0,19.0,8.0,7.0,5.0,7.0,56.0,946.0,80.0,738.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,274,106218,0.0,,Marcos Giron,R,180.0,USA,,122298,6.0,,Botic Van De Zandschulp,R,188.0,NED,,6-7(6) 6-4 7-6(2),3,R32,159.0,9.0,7.0,97.0,55.0,43.0,26.0,17.0,2.0,4.0,14.0,7.0,110.0,71.0,51.0,19.0,17.0,6.0,9.0,67.0,830.0,26.0,1518.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,273,111456,0.0,,Mackenzie Mcdonald,R,178.0,USA,,105311,0.0,,Joao Sousa,R,185.0,POR,,4-6 7-5 6-1,3,R32,128.0,9.0,2.0,98.0,64.0,49.0,17.0,15.0,8.0,9.0,5.0,4.0,87.0,51.0,38.0,16.0,14.0,5.0,8.0,52.0,961.0,59.0,918.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,272,125802,0.0,,Ilya Ivashka,R,193.0,BLR,,200325,0.0,,Emil Ruusuvuori,R,188.0,FIN,,6-4 6-1,3,R32,88.0,7.0,3.0,59.0,33.0,23.0,17.0,8.0,3.0,3.0,3.0,4.0,59.0,39.0,24.0,7.0,9.0,5.0,9.0,40.0,1082.0,48.0,1015.0
2022-8994,Mallorca,Grass,32,A,2022-06-20,270,126774,2.0,,Stefanos Tsitsipas,R,193.0,GRE,,105138,5.0,,Roberto Bautista Agut,R,183.0,ESP,,6-4 3-6 7-6(2),3,F,151.0,8.0,6.0,87.0,48.0,39.0,19.0,15.0,1.0,5.0,6.0,3.0,105.0,70.0,51.0,12.0,16.0,5.0,9.0,6.0,4945.0,20.0,1903.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,300,202195,0.0,,Maxime Cressy,R,198.0,USA,,207733,0.0,WC,Jack Draper,L,191.0,GBR,,7-6(5) 6-7(2) 6-3,3,SF,161.0,21.0,4.0,105.0,70.0,57.0,23.0,17.0,6.0,6.0,17.0,7.0,115.0,69.0,54.0,27.0,16.0,9.0,10.0,60.0,913.0,108.0,537.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,299,126203,3.0,,Taylor Fritz,R,193.0,USA,,200282,6.0,,Alex De Minaur,R,183.0,AUS,,6-1 6-7(5) 6-3,3,SF,122.0,13.0,2.0,99.0,65.0,49.0,20.0,15.0,6.0,6.0,3.0,3.0,86.0,58.0,40.0,14.0,13.0,3.0,6.0,14.0,2920.0,24.0,1633.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,298,202195,0.0,,Maxime Cressy,R,198.0,USA,,111815,1.0,,Cameron Norrie,L,188.0,GBR,,7-5 7-5,3,QF,100.0,10.0,4.0,65.0,44.0,35.0,13.0,12.0,2.0,3.0,4.0,2.0,71.0,44.0,30.0,15.0,12.0,5.0,8.0,60.0,913.0,12.0,3200.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,297,207733,0.0,WC,Jack Draper,L,191.0,GBR,,126106,0.0,WC,Ryan Peniston,U,186.5430535455861,GBR,,6-3 6-3,3,QF,75.0,9.0,0.0,50.0,33.0,26.0,8.0,9.0,1.0,3.0,2.0,1.0,57.0,37.0,22.0,5.0,9.0,6.0,11.0,108.0,537.0,147.0,401.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,296,126203,3.0,,Taylor Fritz,R,193.0,USA,,122330,0.0,,Alexander Bublik,R,196.0,KAZ,25.0,6-3 6-2,3,QF,66.0,5.0,0.0,60.0,40.0,31.0,11.0,9.0,1.0,1.0,5.0,4.0,49.0,26.0,20.0,8.0,8.0,3.0,6.0,14.0,2920.0,39.0,1105.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,295,200282,6.0,,Alex De Minaur,R,183.0,AUS,,126205,0.0,,Tommy Paul,R,185.0,USA,25.0,6-2 4-6 6-4,3,QF,138.0,7.0,0.0,86.0,52.0,36.0,18.0,14.0,6.0,9.0,3.0,1.0,96.0,60.0,38.0,15.0,14.0,6.0,11.0,24.0,1633.0,35.0,1183.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,294,111815,1.0,,Cameron Norrie,L,188.0,GBR,,206909,0.0,Q,Brandon Nakashima,R,185.0,USA,,6-4 6-2,3,R16,85.0,8.0,1.0,53.0,37.0,30.0,9.0,9.0,4.0,4.0,8.0,1.0,71.0,44.0,29.0,10.0,9.0,9.0,12.0,12.0,3200.0,54.0,957.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,293,202195,0.0,,Maxime Cressy,R,198.0,USA,,105554,0.0,,Daniel Evans,R,175.0,GBR,32.0,7-6(2) 6-4,3,R16,116.0,12.0,8.0,76.0,49.0,36.0,16.0,11.0,7.0,8.0,1.0,3.0,74.0,38.0,27.0,19.0,11.0,4.0,6.0,60.0,913.0,33.0,1201.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,292,207733,0.0,WC,Jack Draper,L,191.0,GBR,,106043,4.0,,Diego Schwartzman,R,170.0,ARG,,7-5 7-6(3),3,R16,123.0,6.0,5.0,80.0,45.0,34.0,14.0,12.0,4.0,6.0,0.0,4.0,86.0,58.0,38.0,12.0,12.0,5.0,8.0,108.0,537.0,15.0,2325.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,291,126106,0.0,WC,Ryan Peniston,U,187.34628975265016,GBR,,124079,0.0,,Pedro Martinez,R,185.0,ESP,,7-6(8) 3-6 6-3,3,R16,186.0,8.0,4.0,115.0,81.0,54.0,14.0,15.0,8.0,11.0,4.0,2.0,102.0,71.0,46.0,14.0,15.0,3.0,6.0,147.0,401.0,49.0,1010.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,290,122330,0.0,,Alexander Bublik,R,196.0,KAZ,25.0,105357,0.0,Q,John Millman,R,183.0,AUS,33.0,6-4 6-2,3,R16,59.0,15.0,2.0,49.0,29.0,27.0,10.0,9.0,3.0,3.0,0.0,2.0,43.0,23.0,16.0,10.0,9.0,0.0,3.0,39.0,1105.0,86.0,664.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,289,126203,3.0,,Taylor Fritz,R,193.0,USA,,106329,0.0,Q,Thiago Monteiro,L,183.0,BRA,28.0,7-5 6-3,3,R16,93.0,12.0,2.0,58.0,33.0,29.0,17.0,11.0,2.0,2.0,6.0,3.0,66.0,37.0,28.0,12.0,10.0,1.0,3.0,14.0,2920.0,94.0,622.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,288,200282,6.0,,Alex De Minaur,R,183.0,AUS,,132283,0.0,,Lorenzo Sonego,R,191.0,ITA,,7-6(3) 6-2,3,R16,93.0,0.0,4.0,58.0,37.0,30.0,12.0,10.0,0.0,1.0,4.0,1.0,75.0,50.0,30.0,14.0,10.0,2.0,5.0,24.0,1633.0,32.0,1215.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,287,126205,0.0,,Tommy Paul,R,185.0,USA,25.0,206173,2.0,,Jannik Sinner,R,188.0,ITA,,6-3 3-6 6-3,3,R16,124.0,0.0,2.0,91.0,53.0,43.0,20.0,14.0,5.0,6.0,5.0,4.0,76.0,37.0,30.0,23.0,13.0,2.0,4.0,35.0,1183.0,13.0,3185.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,285,206909,0.0,Q,Brandon Nakashima,R,185.0,USA,,126652,0.0,WC,Jay Clarke,R,183.0,GBR,,6-1 6-3,3,R32,94.0,4.0,1.0,50.0,33.0,26.0,10.0,8.0,3.0,3.0,2.0,1.0,77.0,46.0,25.0,14.0,8.0,5.0,9.0,54.0,957.0,159.0,361.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,284,105554,0.0,,Daniel Evans,R,175.0,GBR,32.0,105173,0.0,,Adrian Mannarino,L,183.0,FRA,,6-4 6-3,3,R32,81.0,3.0,2.0,58.0,37.0,30.0,13.0,10.0,1.0,1.0,3.0,4.0,49.0,27.0,20.0,12.0,9.0,1.0,3.0,33.0,1201.0,73.0,778.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,283,202195,0.0,,Maxime Cressy,R,198.0,USA,,124187,5.0,,Reilly Opelka,R,211.0,USA,,6-3 6-1,3,R32,60.0,9.0,6.0,40.0,26.0,24.0,8.0,8.0,0.0,0.0,8.0,4.0,52.0,31.0,19.0,10.0,8.0,7.0,11.0,60.0,913.0,18.0,2100.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,281,207733,0.0,WC,Jack Draper,L,191.0,GBR,,202385,0.0,,Jenson Brooksby,R,188.0,USA,,6-2 6-2,3,R32,64.0,9.0,0.0,37.0,24.0,23.0,9.0,8.0,0.0,0.0,0.0,0.0,53.0,40.0,19.0,8.0,8.0,0.0,4.0,108.0,537.0,34.0,1187.0
2022-0741,Eastbourne,Grass,32,A,2022-06-20,280,124079,0.0,,Pedro Martinez,R,185.0,ESP,,200221,0.0,,Alejandro Davidovich Fokina,R,183.0,ESP,23.0,1-6 7-6(6) 0-0 RET,3,R32,120.0,1.0,3.0,64.0,36.0,23.0,16.0,9.0,4.0,8.0,6.0,3.0,86.0,56.0,35.0,18.0,10.0,9.0,11.0,49.0,1010.0,38.0,1130.0
